sku,name,stock,price,notes
MSM4016,MECHINE SCREWS M4X16MM,8000.000,0.007,
VBD2,PRE INS. BUD TERMINAL 2.5MM FEMALE,3600.000,0.025,
RBWNM12,ROOFING BOLT & NUT M6X12MM /16,1950.000,0.017,
RBWNM20,ROOFING BOLT & NUT M6X20MM,1601.000,0.025,
VX1307,PLUG TOP 13A 3PIN - VOLEX 1307,1540.000,0.700,
BWS10040,BRASS WOOD SCREWS 10X40,1500.000,0.032,
BWS08032,BRASS WOOD SCREWS 8X32,1500.000,0.025,
GS0803,"GYPSOM SCREWS 8 X 3""",1145.000,0.010,
STS6012,SELF TAPING SCREWS 6X12MM,1020.000,0.010,
STS1025,"SELF TAPING SCREWS 10X25MM (1"")",1000.000,0.060,
DWGS,"DRY WALL GYPSOM 6X1"" P",1000.000,0.005,
STS0658,SELF TAPING SCREWS 6 X16MM,1000.000,0.005,
LEPRF08-2,"LED PANEL RD 8"" 20W/24W WH FLUSH-BESTAR / PRO",870.000,1.500,
STS8020,SELF TAPING SCREWS 8X20MM,850.000,0.008,
WNCE1,WIRE NUT CONNECTOR 1.0MM GREY -  E1,800.000,0.018,
PVCST1616-3,PVC ST TRUNKING 16X16MM-DIGNITY,728.000,0.600,
PVCST2516-3,PVC ST TRUNKING 25X16MM-DIGNITY,702.000,0.800,
VD2-COMP,COMPRESSOR TERMINAL 2.5MM ANGLE  FEMALE,700.000,0.050,
PBS033PE-2,PVC BOX SURFACE 3X3 PE - DIGNITY,620.000,0.200,
WNCE4,WIRE NUT CONNECTOR 2.5MM ORANGE/D  - E4,600.000,0.050,
CET250,CORD END TERMINALS (BOOT LUG) 25MM (BLACK),600.000,0.050,
ESL18ES-2,E SAVING LAMP 18W E27 -V MAX,528.000,0.600,
CLT0025,CABLE JOINT FERRULE 2.5MM,525.000,0.040,
RIVET,RIVET PIN 4.8X16,510.000,0.010,
NW06,NUT AND  WASHER 6MM,500.000,0.075,
LEDCL12,PVC CLIP FOR LED STRIP 5050 12MM,500.000,0.050,
MSM3516,MECHINE SCREWS M3.5X16MM,500.000,0.008,
LEDBF240-1,LED BATTEN FITTING 2X4FT - BENNA,450.000,0.800,
STHS114,"SELF TAPING  HEX SCREWS  1""",450.000,0.035,
CFL4025R,RUBBER FLEXIBLE CABLE 4Cx2.5MM,415.000,1.500,
CS112,"CHANNEL SCREW 11/2""",412.000,0.025,
LESF307,"LED SPOT LIGHT FITTING 3"" 7W - HIMAX",404.000,0.700,
GF63300,GLASS FUSE 6X30 30A,400.000,0.100,
LEDCL18,PVC CLIP FOR LED STRIP 5050 18MM,400.000,0.060,
STHS32,"SELF TAPING  HEX SCREWS  1 1/4""",400.000,0.020,
LEDB1202,LED BULB 12W E27 DL - MX,400.000,0.800,
ESLP12EST,E SAVING LAMP 12W E27 TORNADO - PHILIPS,367.000,1.500,
NCR040,NAIL CLIP ROUND 4MM,365.000,0.350,
R6UMDG,BATTERY 1.5V AA -GP,354.000,0.200,
LDLGU105-4,LED DICHROIC LAMP 6/7W GU10 WW DIM - V MAX/BESTAR,350.000,1.200,
NCR040K,NAIL CLIP ROUND 4MM - KHIND KH36046C,330.000,0.500,
LEPCL,LED PANEL CLIPS,328.000,0.500,
PNB20-1,PVC BEND 20MM BLK - PRECISION,325.000,0.150,
DSB2,PVC S/B SADDLE 20MM - DD,320.000,0.050,
VD2-M,PRE INS. TERMINAL 2.5MM FEMALE/MALE,300.000,0.030,
DIA06M,DROP IN ANCHOR  6MM,300.000,0.025,
NCR050,NAIL CLIP ROUND 5MM,300.000,0.400,
LEDES12-1,LED E SAVING LAMP 12W 3U E27-MODI/MFZ/XG,297.000,1.000,
PT313-3,PLUG TOP 13A 3PIN BLACK - HB/POKA,293.000,0.500,
FRD500-6,FAN REGULATOR DIMMER 500W-MICRA,282.000,1.500,
CF1400-3,"CEILING FAN 56"" (1400MM)  - PRESTON BRIZ AIR",278.000,8.500,
LEDT215-1,LED TUBE 2FT 15W - MODI,276.000,0.700,
PVSBK25,PVC S/B SADDLE 25MM BLK DD,275.000,0.100,
LEDB1201,LED BULB 12W B22 WW - MX,255.000,1.000,
GLS060ES-1,GLS LAMP 60W 240V E27 - PHILIPS,240.000,0.300,
MSM825,BOLT AND NUT M8X40,232.000,0.100,
MD5050-2,LED STRIP 3 LINE 5050 50M RGB-MODI,211.000,0.800,
CGI3/4,"GI CLIP LD 1/2  - 3/4""",211.000,0.300,
VBM1,PRE INS. BUD TERMINAL 1.5MM MALE,200.000,0.025,
MSM3040,MECHINE SCREWS M3X40MM,200.000,0.015,
GF52150,GLASS FUSE 5X20 15A / 20A,200.000,0.050,
TVJOIN20109,TV JOINTER HT 20109,200.000,0.100,
LHF13A,FL LAMP HOLDER F13A 2/500 TRS,200.000,0.300,
GIHNM30,GI H.NUT M3,200.000,0.010,
CLP010,CABLE LUGS PIN TYPE 10MM,200.000,0.150,
GILN20,GI LOCK NUT 20MM,200.000,0.050,
S093,SW SOCKET 13A 2G - A&T,200.000,1.000,
CHWC-5,CLOSED END CONNECTOR  S-5,200.000,0.035,
GIW012,GI WASHER 12MM,198.000,0.030,
PVCSWA4025,CABLE PVC SW ARMOURED 4CX25MM,198.000,5.500,
LEDB1301,LED BULB 13W E27 - HYUNDAI,190.000,1.200,
LEDB1101,LED BULB 11W E27 - NEOX,190.000,1.200,
BMB20-2,BRASS MALE BUSH 20MM LONG,190.000,0.150,
MSM1050,BOLT NUT M10 X 50MM,186.000,0.200,
LEDT211-1,LED TUBE 2FT 11W - VETO,175.000,0.600,
LEDB0351,LED BULB 3.5W E27 - PHILIPS,175.000,1.500,
PNB25BLK,PVC BEND 25MM BLK-PRECISION,175.000,0.250,
PLL2P18-4,PL LAMP 18W 240V 2PIN DL-PHILIPS,174.000,1.500,
VK0213,SWITCH INTERMEDIATE 10A 1G,160.000,1.000,
LEDDL100,LED DECORATION LIGHT 100,160.000,1.500,
LEDCORD,LED CONNECTOR CORD,156.000,0.800,
BWS12075,BRASS WOOD SCREWS 12X75,154.000,0.100,
PVCC030H,PVC CONNECTOR STRIP HD 30A,150.000,0.600,
PLL2P18-5,PL LAMP 18W 240V 2PIN -FUTURE,150.000,0.800,
LEPRF08-21,"LED PANEL RD 8"" 20W FLUSH WH - WONDERFUL",150.000,0.800,
LEPRF08-14,"LED PANEL RD 8"" 24W FLUSH WW - MODI",150.000,1.800,
V302,SWITCH 10A 1G 2W - HAILAR,150.000,0.500,
LEDT522-1,LED TUBE 5FT 22W DL  (1YEAR) - RR,148.000,1.500,
GIC12,"GI CLIP LD-HD- 1/2""",144.000,0.075,
GIW020,GI WASHER 20MM,144.000,0.045,
LDLG5305-1,LED DICHROIC LAMP 5W GU5.3 MR16 - PHILIPS,140.000,2.500,
PVCSWA2010,CABLE PVC SW ARMOURED 2CX10MM,140.000,1.200,
EFP20CM-9,EX FAN PVC SQUARE 20CM - PRESTON,138.000,5.000,
LEDCL280,LED CURTAIN LIGHT W/O CONTROLER WW 280LED,137.000,4.500,
LEPSF08-1,"LED PANEL SQ 8"" 20W FLUSH - HIMAX",132.000,2.000,
FKT10T8-3,FLY KILLER TUBE T8 10W BL - RR,132.000,1.000,
CL25E14T,CANDLE LAMP W/TAIL 25W 240V E14 CLEAR - IMAGE,130.000,0.500,
617002,SWITCH 10A 2G 1W - BELANKO,129.000,1.200,
DEF150-8,DUCT EX FAN 150MM (A/SHUTTER)- FANCY / DIGNITY,129.000,6.000,
CSC05000,CABLE SINGLE CORE 50.0MM LOOSE,127.000,2.000,
LEDFB04D-1,LED FILAMENT LAMP ROUND 4W E27 G45 DIM - OSRAM,126.000,2.500,
ESLP08ES,E SAVING LAMP 8W E27 TORNADO - PHILIPS,122.000,1.300,
PPDDBK,PVC CONDUIT PIPE 25MM (BLACK)  DD,120.000,0.950,
LEPRF08-19,"LED PANEL RD 8"" 20W FLUSH - STATUS",120.000,1.000,
CMLEG4060,CABLE MARKER LEGRAND 4 - 6mm (0-9),116.000,0.500,
BWS10100,BRASS WOOD SCREWS 10X100,115.000,0.100,
EFP20CM-1,EX FAN PVC SQUARE 20CM W GRILL - MX-2083,115.000,5.000,
HAL20300-1,HALOGEN LAMP 240V 300W 117- IMAGE,115.000,0.800,
LEDCL07-1,LED CANDLE LAMP 7W E14 - KHIND,114.000,1.000,
LDLGU10D6,LED DICHROIC LAMP 6W GU10  DIM CW- WELLUCK,114.000,2.500,
LEPRS08-4,"LED SURFACE LIGHT RD 8"" 20W - WELLUCK",111.000,4.500,
BWS10050,BRASS WOOD SCREWS 10X50,110.000,0.035,
STHS100,"SELF TAPING HEX SCREWS 4""",110.000,0.000,
LEDB1208,LED BULB 12W E27 - MODI,110.000,1.000,
GPLUG311,GENERATOR PLUG 311-90TRS,109.000,0.800,
HAL21000-3,HALOGEN LAMP 240V 1000W,105.000,1.200,
PVCSWA4010,CABLE PVC SW ARMOURED 4CX10MM,105.000,2.500,
GIHOOKM4,GI SNAP HOOK - M4,105.000,0.350,
PEHP025-2,"PVC ELBOW HP 1"" 90D",105.000,0.350,
LEDES07ES,LED E SAVING LAMP 7W E27 - LEXPLUS,104.000,0.800,
WHS35,WP ISOLATOR 35A SPN- SCHNEIDER,104.000,5.500,
LEDBF140-1,LED BATTEN FITTING 1X4FT - LIPER,101.000,1.000,
GF52020,GLASS FUSE 5X20 2A,100.000,0.050,
GIW6035,GI WASHER 6MMX35,100.000,0.050,
MSM408,MECHINE SCREWS M4 X 8MM,100.000,0.012,
MSM3030,MECHINE SCREWS M3X30MM,100.000,0.010,
LEDBF240-3,LED BATTEN FITTING 2X4FT - SPARTON,100.000,1.000,
CLP00350,CABLE LUGS PIN TYPE 35MM,100.000,0.250,
NCR070-1,NAIL CLIP ROUND 7MM - KHIND,100.000,0.800,
GIBM61216,GI BOLT M6X12 -M6X16,100.000,0.010,
RGR012,RUBBER GROMET 12MM,100.000,0.025,
PT313-13,PLUG TOP 13A 3PIN WHITE - ADNEXT,100.000,0.400,
CFL4025-1,CABLE FLEXIBLE 4CX2.5MM LOOSE,100.000,0.800,
SCAWG22,SHIELDED CABLE AWG22 2CX0.5MM - BELDEN,100.000,0.700,
CERC1001,CERAMIC CONNECTOR 10A 1W,100.000,0.200,
PT313-14,PLUG TOP 13A 3PIN BLACK - ADNEXT,100.000,0.400,
CLT0015,CABLE JOINT FERRULE 1.5MM,100.000,0.030,
MSM3012,MECHINE SCREWS M3X12MM,100.000,0.015,
LVD5,PRE INS. TERMINAL 4/6MM FEMALE F/INSULATED,100.000,0.030,
CF62515,CARTRIDGE FUSE 6X25 FOR TOP PLUG 15A,100.000,0.100,
CFLS3015,CABLE FLEXIBLE SHIELDED 3CX1.5MM,100.000,1.500,
MCBBC,MCB BLANK COVER,100.000,0.150,
RGR050,RUBBER GROMET 50MM,100.000,0.150,
CLT0500,CABLE JOINT FERRULE 50MM,100.000,0.300,
CL60E14-1,CANDLE LAMP 60W 240V E14 - Philips,100.000,0.300,
VBD5,PRE INS. BUD TERMINAL 4/6MM FEMALE,100.000,0.035,
CSCW070,WELDING CABLE 70MM,100.000,3.500,
RUBGR,RUBBER GASKET ROUND,100.000,0.100,
CLT4000,CABLE JOINT FERRULE 400MM,100.000,0.000,
FLT036-5,FL TUBE 4FT 36W SNOW WHITE - PHILIPS,100.000,0.600,
FLT32T5-2,FL TUBE T5 4FT 32W -GE,98.000,1.800,
617004,SWITCH 10A 3G 1W - BELANKO,97.000,1.200,
PDPBP4'',PVC DUCT PIPE BP 4''X5.800,96.000,6.100,
LEDCLG96-1,LED CAPSULE LAMP 6W G9,94.000,1.000,
SW2G1W,SWITCH 10A 2G 1W - ADNEXT,92.000,0.600,
CFL41000,CABLE FLEXIBLE 4CX10MM LOOSE,90.000,2.500,
PVCSWA4150,CABLE PVC SW ARMOURED 4CX150MM,90.000,30.000,
FLT018-2,FL TUBE 2FT 18W WW,90.000,0.600,
H074N,RUBBER FLEXIBLE CABLE SINGLE CORE 240MMM,90.000,18.700,
737081,SWITCH 45A DP 3X6+NEON - TENBY,90.000,3.000,
LH0G09,LAMP HOLDER G9,90.000,0.300,
CL25E12,CANDLE LAMP 25W 240V E12,90.000,0.600,
CFL31000,CABLE FLEXIBLE 3CX10MM LOOSE,89.000,2.000,
1924,MULTI ADAPTOR 13A + 2x2P,86.000,0.800,
POLYP25-1,"POLY PIPE  1""",85.000,1.500,
LEDP5050,LED STRIP PIN ONLY 5050,84.000,0.150,
GICPM25,GI CONDUIT PIPE 25MM,83.000,2.800,
GARDT20-1,"GARDEN TAP LIVER TYPE 1/2""- BOGHATI ITALY",83.000,2.500,
GIJB202A,GI JUNCTION BOX 20MM 2W ANGLE,82.000,0.400,
282433,SW SOCKET 13A 2G - GALION WHITE,81.000,3.400,
PPRP025,"PPR PIPE  3/4""",81.000,1.500,
LEDNL05,LED NIGHT LAMP 1.5W B22,80.000,0.500,
PVCC060H,PVC CONNECTOR STRIP HD 60A,80.000,1.200,
LEDB22,LED BULB 9W B22 - FSL,80.000,1.500,
PLL2P26-8,PL LAMP 26W 240V 2PIN WW - GE,80.000,1.500,
FRD500-1,FAN REGULATOR DIMMER 500W-KHIND,80.000,2.500,
PEHP02090D,PVC ELBOW HP 3/4 90D,79.000,0.350,
NCR050K,NAIL CLIP ROUND 5MM - KHIND KH36056C,78.000,0.500,
GIJB203,GI JUNCTION BOX 20MM 3W,78.000,0.400,
LEDR12060-1,LED DRIVE 12V 60W - MODI,78.000,3.000,
LEDT209-1,LED TUBE 2FT 9W - PRESTON,77.000,0.600,
FLT018-6,FL TUBE 2FT 18W SW - PHILIPS,77.000,0.500,
ERCB1604,EARTH ROD COP BONDED M16 X 4',77.000,1.800,
GIJB253,GI JUNCTION BOX 25MM 3W,76.000,0.500,
CL60E27,CANDLE LAMP 60W 240V E27,75.000,0.300,
LEDNL03,LED NIGHT LAMP 2PIN PLUG WITH SENSOR- 1502,75.000,1.000,
CFL4040R,RUBBER FLEXIBLE CABLE 4CX4.0MM,75.000,2.000,
CCF0710,CONTROL CABLE FLEXIBLE  7C X 1.0MM,75.000,1.200,
PEHP050-1,"PVC ELBOW HP 2"" 45D",74.000,0.150,
617006,SWITCH 10A 4G 1W - BELANKO,74.000,1.500,
LHH0500,HALOGEN LAMP HOLDER 500W,71.000,0.800,
DSO1002,PVC ADAPTABLE BOX 3X3X3,70.000,0.400,
PVCEC12,PVC EASY CONNECTOR 12POLE,70.000,0.400,
LEDGL05-1,LED SPIKE LIGHT 5W - MODI,70.000,3.000,
AGR100,"ALUMINIUM GRILL 4""",70.000,0.800,
CL024012,CABLE LUGS M240X12-20,70.000,2.000,
LEDSTB09-2,LED STICK BULB 9W E27 - KHIND,70.000,1.300,
MD5730-2,LED STRIP 2 LINE 5730 50MTR - ESNCO  (max),69.000,22.000,
LEPRS10-2,"LED SURFACE LIGHT RD 10"" 30W - MAX",69.000,2.000,
DS10011-1,DIMMER SWITCH 1000W 1G 1W - STARLUX,68.000,7.000,
POLYH12100,"POLY HOSE B.P 1/2"" x 1MTR",67.000,0.400,
FKT08T5-3,FLY KILLER TUBE T5 8W BL - OSRAM,67.000,1.500,
ALUP2015,ALUMINIUM PROFILE 20MMX15MM HD  - 2MTR,67.000,3.500,
FIXB008-1,FIX BOLT (RAWL BOLT)  EYE HOOK 8MM,66.000,0.250,
LEDSTB12-4,LED STICK BULB 15W E27 - WONDERFUL,66.000,0.800,
EMTAB442,"EMT ADAPTABLE BOX 4X4X1-1/2""",65.000,0.650,
PEHP050-2,"PVC ELBOW HP 2"" 90D",65.000,0.200,
CET005,CORD END TERMINALS (BOOT LUG) 0.5MM,65.000,0.500,
CCFL8015,CONTROL CABLE SHIELDED  FLEXIBLE  1.5MM X 8CORE M/C,65.000,3.000,
EMTABC44,EMT ADAPTABLE BOX COVER ONLY 4X4,65.000,0.200,
LRLM,LED RICE LIGHT 10MTR- MULTY,65.000,1.500,
LEDES16ES,LED E SAVING LAMP 16W E27,64.000,1.000,
LDLGU105-2,LED DICHROIC LAMP 5W GU10 CW  NON DIM  - OSRAM,64.000,1.500,
LDLG5306-4,LED DICHROIC LAMP 6W GU5.3 MR16 DIMMABLE,64.000,2.500,
CROCS/s,CROCODILE CLIP W/COVER ( S ) RED/BLACK,64.000,0.250,
PPRFE025,"PPR FLANGE ELBOW 25X1/2""",63.000,0.550,
LEDT314,LED TUBE 3FT 14W - TECO,63.000,1.000,
LEFWD1OO,LED FITTING W DIFFUCER 4FT 100W - MODI,62.000,3.500,
LEPRF08-10,"LED PANEL RD 8"" 18W/30W FLUSH 3 COLOUR",62.000,2.500,
LEDCL04-1,LED CANDLE LAMP FILAMENT 6W E27,62.000,1.000,
LEPRF08-11,"LED PANEL RD 8"" 18W FLUSH-WELLUCK / LEDVANCE",62.000,3.500,
CMEF200-1,CEILING MOUNT EX FAN 200MM - RR,61.000,8.500,
LEPSF06-1,"LED PANEL SQ 6"" 12W FLUSH - PRESTON",60.000,1.200,
LEPRS08-3,"LED SURFACE LIGHT RD 8"" 20W - ESNCO",60.000,1.500,
ESLP20T,E SAVING LAMP 20W SPIRAL DL-TUNGSRAM,60.000,1.500,
LDL0620-4,"LED DOWN LIGHT 6"" 20W - MX",60.000,1.500,
LEDT422-5,LED TUBE 4' 22W DL -PHILIPS,60.000,1.200,
CL030020,CABLE LUGS M300X12-20,60.000,3.000,
LEDBF140-8,LED BATTEN FITTING 1X4FT - ZIA,60.000,0.800,
DSB5,PVC S/B SADDLE 20MM (BLK) - DD,60.000,0.110,
KBV4060,SW SOCKET 13A 2G WHI -KEDBROOK,60.000,1.200,
EXS1301-2,EXT SOCKET 13A 1W -  MASTERPLUG,60.000,1.000,
SLFMR16-4,SPOT LIGHT FITTING MR 16 - WL6015AB,60.000,1.000,
CM4060,CABLE MARKER  4 - 6mm (0-9),60.000,3.000,
LHWPC,LAMP HOLDER WATER PROOF E27 CERAMIC,60.000,0.700,
LEPRF05-1,LED PANEL RD 5'' 9W FLUSH- PRESTON,59.000,1.500,
GIJB201,GI JUNCTION BOX 20MM 1W,59.000,0.400,
LEDCORD-2,LED CANDLE LAMP 5W E14 (DIM) -OSRAM,58.000,2.500,
9718,MULTI ADAPTOR 13A 3W UNIVERSAL -MDI  (HB),58.000,1.800,
EFP20CM-2,EX FAN PVC SQUARE 20CM - MX-2081,56.000,4.500,
NCR120,NAIL CLIP ROUND 12MM,55.000,0.900,
LEPSF60-3,LED PANEL SQ 600X600MM FLUSH 80W - BESTAR,55.000,6.500,
LDLG5303,LED DICHROIC LAMP 6W GU5.3 WH MR16 - MODI,55.000,1.000,
GINWM8,GI WING NUT M8,54.000,0.100,
DSAG1212,PVC ADAPTABLE BOX WP 125X125X100 -IP66 ANDELI,53.000,4.500,
LEDBF140-4,LED BATTEN FITTING 1X4FT - V MAX,53.000,0.500,
VTEST,VIKING TERMINAL END STOPPER,52.000,0.400,
LEDT418,LED TUBE 4FT 18W - PRESTON,52.000,1.200,
LEDFL0030-2WH,LED FLOOD LIGHT 30W WH - HYUNDAI,52.000,9.000,
LML016-2,LED MIRROR LIGHT 2FT 2X8W - LIPER,51.000,2.500,
FIXB010-1,FIX BOLT (RAWL BOLT)  EYE HOOK 10MM,51.000,0.400,
DB220-1,DOOR BELL 220V - XETEX / ADNEXT,51.000,2.000,
LEDCL04D,LED CANDLE LAMP 6W E14 DIMMABLE - ALIMA,51.000,2.300,
FKT15T8-4,FLY KILLER TUBE T8 15W BL - LEKISE,50.000,1.500,
LDLGU1008,LED DICHROIC LAMP 8W GU10 DIM-WELLUCK,50.000,2.500,
PVCFG20,PVC FLEX GLAND  20MM,50.000,0.300,
YZPM12,DROP IN ANCHOR - 12MM,50.000,0.100,
LESF309BBW,"LED SPOT LIGHT 3""  9W  black body -WW- VICTORY",50.000,1.000,
PPDD50,PVC CONDUIT PIPE 50MM DD,50.000,1.500,
PLL2P26-9,PL LAMP 26W 240V 2PIN DL - GE,50.000,1.500,
FLT018-3,FL TUBE 2FT 18W CW,50.000,0.500,
RS3TRG2,ROCKER SWITCH 3T DOUBLE RED/GREEN,50.000,0.500,
DBST00,DRILL BIT STAR,50.000,0.500,
PVCFG25,PVC FLEX GLAND  25MM,50.000,0.400,
PVCFA25BK,PVC FEMALE ADAPTOR 25MM (BLK),50.000,0.100,
LRL50BLWW,LED RICE LIGHT 50MTR  BLK WIRE - WW-  BAISHENG,50.000,3.500,
GICTJ050,GI CABLE TRAY JOINT COUPLER,50.000,0.500,
GIDC20,GI DOOM COVER 20MM,50.000,0.500,
617000,SWITCH 10A 1G 1W - BELANKO,50.000,0.500,
SSCD110,"SS CUTTING DISC 4 1/2""- (115X1MM)",50.000,0.300,
ABRKTS,ANGLE BRACKET SMALL,50.000,0.100,
DSB4,PVC S/B SADDLE 25MM - DD,50.000,0.125,
PPRE012,"PPR ELBOW 1/2"" 90D",49.000,0.100,
FKT08T5-2,FLY KILLER TUBE T5 8W B L- NEC,49.000,1.200,
KB15C,SW SOCKET 13A 1G - CLIPSAL/C VIVACE,48.000,0.800,
86B,SWITCH 10A 2G 2W - CLEM / ADNEXT,48.000,0.600,
LEDNL04,LED NIGHT LAMP 2PIN PLUG WITH SENSOR- 1503,48.000,0.700,
G2100,SILICONE WHITE G2100 / MILANO,48.000,1.000,
T5120F,LED FITTING T5 4F 24W -MODI,48.000,1.500,
MSNM80,SS NUT M8  X M10,48.000,0.025,
WP3002,WP SW SOCKET 13A 2G  IP55 - RR,48.000,4.500,
DSMTD,FOAM TAPE D/SIDE MOUNT -2,47.000,0.750,
PPRP020,"PPR PIPE HP 1/2""",47.000,1.200,
BPP03A,BELL PUSH PENDENT 3A B.N,46.000,0.800,
DEF150-1,DUCT EX FAN 150MM - DIGNITY  / WINDY,46.000,4.500,
BRKT0608,SHELF BRACKET 6X8,46.000,0.200,
CF1400-1,"CEILING FAN 56"" (1400MM) - RR FLOMAX",46.000,7.000,
LHE14E12,LAMP HOLDER CONVERTER E14-E12,46.000,0.300,
CF1400-6,"CEILING FAN 56"" (1400MM) WH - HAVELLS (RIGA)",45.000,11.000,
ELCBC4P,ELCB ENCLOSURE 4P,45.000,1.000,
FKT08T5-4,FLY KILLER TUBE T5 8W Bl - TOSHIBA,45.000,1.500,
MF063,HRC FUSE 63A 30X57,45.000,1.000,
WHT35-3,WP ISOLATOR 35A TPN - RR,44.000,3.500,
LEDCL5M-1,LED CURTAIN LIGHT 3X2  WW,43.000,4.000,
CFL2100B,CABLE FLEXIBLE 2CX1.00MM OVAL BLK,43.000,14.500,
PGTHP100075,"PVC GULLY TRAP HP 4X3""",43.000,1.500,
NK823,UNIVERSAL TRAVELLER ADAPTOR 13A USB,43.000,4.000,
282400,SWITCH 16X 1G 1W - GALION WHITE,42.000,1.400,
TSTM30,TIMER SWITCH 30A 240V - KAWAMURAH,42.000,16.500,
DBHS035,DRILL BIT HSS 3.5MM,42.000,0.500,
KQP101W,LED DIMMER SWITCH 2G 2W 100W - STARLUX,42.000,6.000,
GIJB252A,GI JUNCTION BOX 25MM 2W ANGLE,41.000,0.500,
CB5050,CORNER BRACKET 50X50,41.000,0.100,
LDL0830-2,"LED DOWN LIGHT 8"" 30W - POLLARD",41.000,2.000,
GIW010HD,GI WASHER 10MM X 25  HD,40.000,0.025,
LEDFL0050-3WH,LED FLOOD LIGHT 50W WH - HYUNDAI,40.000,13.000,
LEPSF08-3WW,"LED PANEL SQ 8"" 20W FLUSH WW - MAX",40.000,1.000,
738032,SWITCH PVC 10A 3G 2W - TENBY,40.000,1.500,
WHT35-2,WP ISOLATOR 35A TPN - BENNA,40.000,3.000,
LEDCL10,LED CURTAIN LIGHT 10MTR W/WW,40.000,4.500,
LEDCL07-2,LED CANDLE LAMP 7W E14 - ALIMA,40.000,1.200,
CERC1503,CERAMIC CONNECTOR 15A 3W,40.000,0.450,
FIXTB080100,FIX THROUGH BOLT M8X100,40.000,0.150,
LEDFB06D-1,LED FILAMENT LAMP ROUND 6W E27 G45 DIM - ROLA,40.000,1.000,
PT313-9,PLUG TOP 13A 3PIN WHITE - MICROLITE,40.000,0.500,
LDL0830-7,"LED DOWN LIGHT 8"" 30W WH  - AURONUX (UK)",40.000,2.500,
S365400,LED STRIP REMOTE CONTROL RGB 13.5MM 400W - MODI,40.000,1.500,
ESL11SES-2,E SAVING LAMP 11W E14 SPIRAL- MAXIMUS,40.000,0.700,
LEDT211-3,LED TUBE 2F 11W WW - MODI,39.000,0.700,
LEPRS6060,LED PANEL SQ 600X300MM FLUSH,39.000,4.500,
BRKT5050,CP BRACKET  WALL TO WALL,39.000,0.500,
GIT100050,GI TRUNKING 100x50MM - 2.44MTR,39.000,7.500,
LDL0615-1DL,"LED DOWN LIGHT 6"" 15W - HYUNDAI (5YEARS)",38.000,4.500,
HC0810M,"HANGING CLIP 11/4"" 8MMX10MM",38.000,0.300,
GICT22550,GI CABLE TRAY 225x50MM - 2.44MTR,38.000,8.500,
MCBSP32-7,MCB SP 32A - CHINT,38.000,1.200,
PPHP025,"PVC PIPE HP 1"" 25MM CLASS E",38.000,1.800,
PSHP100,"PVC SOCKET HP 4""",38.000,0.400,
GICT07550,GI CABLE TRAY 75x50MM - 2.44MTR,38.000,4.500,
WHS35-1,WP ISOLATOR 35A SPN -  RR / ZIA,38.000,3.000,
SKU-3486,SWITCH 10A 1G 2W-,37.000,0.450,
PEHP075-1,"PVC ELBOW HP 3"" 45D",37.000,0.375,
V1-018,SW SOCKET 13A 2G UNIVERSAL W 2USB (BLK) - V MAX,37.000,4.500,
LEDFL0100-3WH,LED FLOOD LIGHT 100W WH - MODI,37.000,7.500,
CF5035R,RUBBER FLEXIBLE CABLE 5CX35MM,37.000,12.500,
WHS20-1,WP ISOLATOR 20A SPN - REXTON,37.000,3.000,
ESL12ES-2,E SAVING LAMP 12W E27 SPIRAL- TUNGSRAM/NIKKON,37.000,1.500,
GWB2G-3,GUARDIAN COVER 3X6 DIGNITY,37.000,1.500,
21445,"SCREW DRIVER 125MM 5""",37.000,1.000,
LEDES09ES,LED E SAVING LAMP 9W E27 - LEXPLUS,37.000,0.800,
POLYH20100,"POLY HOSE BP 3/4"" X 1MTR",37.000,0.700,
DBMS060,DRILL BIT MS 6MM,36.000,0.400,
EXS1333-3,EXT SOCKET 13A 3W /3MTR-PRESTON,36.000,3.500,
LEPSS06-2,"LED SURFACE PANEL SQ 6"" 18W DL - MX",36.000,2.000,
PJB252TBK,PVC JUNCTION BOX 25MM 2W THROUGH (BLK),36.000,0.450,
SE293B,ELECTRIC IRON CABLE W 2PIN PLUG 3MTR,36.000,0.800,
FLECW-1,FL END CAP W WIRE,35.000,0.400,
BTGEK,THERMOSTAT BOX CLEAR W LOCK,35.000,4.500,
LEDT209-2,LED TUBE 2FT 9W - KHIND,35.000,1.200,
LEPSF08-4,"LED PANEL SQ 8"" 22W FLUSH - INDIGO",35.000,2.500,
738010,BELL PUSH 10A - TENBY,35.000,0.850,
CENO,CONTACT ELELMNT NO,35.000,1.500,
KB25C,SW SOCKET 13A 2G - CLIPSAL/C VIVACE,35.000,2.500,
DSO2003-1,PVC ADAPTABLE BOX WP 100x100x50 - ANDELI,35.000,0.600,
LEDB1207,LED BULB 12W B22 - MODI,35.000,1.000,
617091,DATA SOCKET RJ45 1G - BELANKO,35.000,3.500,
LEDCL10M-1,LED CURTAIN LIGHT 10MTR RGB,35.000,4.000,
LEDBF120-1,LED BATTEN FITTING 1X2FT - KHIND,35.000,1.000,
HDL22050-8,HALOGEN DICHR LAMP 220V 50W MR11,35.000,0.500,
FLT010-1,FL TUBE T8 10W DL - HITACHI,35.000,0.400,
661332,SAFETY GOGGLES BLACK,35.000,0.600,
PI1/2'',POLY INSERT' 1E'' BK- H/D,34.000,0.350,
