sku,name,stock,price,notes
K2477ALM,SW SOCKET M/CLAD W/INDICATOR  W/BOX 13A 1G - MK2477ALM,2.000,9.800,
SPC,SOCKET PANEL 125A-63A-32A-16A-GE,2.000,875.000,
KB25WH,SW SOCKET 13A 2G - SCHNEIDER/PIANO,2.000,3.000,
PVCC3M50M,PVC COATED WIRE GREEN 3MMX50MTR IRRMIST,2.000,3.500,
DBMS100,DRILL BIT MS 10MM,2.000,3.000,
TMR24,TIME DELAY SWITCH 10H - PARAGON,2.000,13.000,
DSHLS,DOOR STOPPER HORSE LEG SILVER,2.000,2.000,
ACCS200,"AC CLEAR SHEET 200MM (8"")",2.000,75.000,
TJAG203010,PVC ADAPTABLE BOX WP 200X300X105 -ANDELI,1.000,8.500,
DIM2000-1,DIMMER SWITCH 2000W 1G 1W - GEO,1.000,4.500,
DIN62,SEALED BATTERY (CAR) DIN62,1.000,25.000,
PPRM33022,PPR MACHINE L.D 33022 - TOLSEN,1.000,17.500,
DHMG,DOOR  HANDLE MENSA4 - GODREJ,1.000,6.500,
Y406DF,SW SOCKET METALIC 13A 2G SILVER BRC - HAILAR,1.000,6.500,
A163001,CONTACTOR 230V- AC 3P A16-30-01 NC   - ABB,1.000,20.000,
PAKSWAB07580,PACKING SHEET WITH AIR BUBBLES 0.75MTR X 80MTR,1.000,5.500,
GUMB02,GUM BOOT ITALY,1.000,0.000,
CCS1X1/4,"CONEX 28MMX1'1/4 COUPLER CXM SOCKET 1""1/4X1'",1.000,2.800,
CWH05M,CABLE WITH HOLDER ( BELT) WP 5MTR - MODI,1.000,5.000,
7G50702,SW SOCKET 13A 2G W/USB  (GOLDEN) -CHINT,1.000,8.500,
GICTC07550,GI CABLE TRAY COVER 75X50MM 2.44MTR,1.000,3.500,
PPRPCT,PPR PIPE CUTTER - TOLSEN,1.000,3.500,
SPBM,SYPHONE PUSH BOTTOM - MILANO,1.000,4.000,
SMS,STONE MOUNTING SET /10PC,1.000,3.500,
HTJW250,TELE. JUMPER WIRE 2CX0.50MM 250MTR - HITECH,1.000,11.500,
ME302520,METAL ENCLOSURE WP 300X250X200MM,1.000,9.500,
ALDLL,ALUMINIUM DOOR LATCH LOCK,1.000,6.500,
WSFL25,WRAPPING STRECH CLEAR FILM,1.000,3.000,
10049,LOCKING PLIER (GRIP PLIER) - 10049,1.000,3.500,
7562SC,PLATINUM 1G PLATE & 2G DIMMER KNOB WITH GRID - CRABTREE,1.000,8.000,
MLSB-3,MERCURRY LAMP SB 500W 240V E40 - OSRAM,1.000,6.500,
PPRP032Q,PPR PIPE 32mm Q THERM,1.000,2.200,
COPEP030,"COPPER END PLUG 1"" 30MM",1.000,1.300,
AQET001B1,SYPHON BOTTOM SET - AQUAECO(UK),1.000,6.500,
2W02508,SOLINOID VALVE 1/4 ROUND COIL 220V AC,1.000,32.000,
CTFB02503,COPPER TAPE FOR BUSBAR 25MMX3,1.000,4.000,
TS250,T SPANNER 10MM,1.000,1.300,
DSFTGLD,DOOR STOPPER FLUSH TYPE GOLDEN,1.000,2.000,
7028RB,SW SOCKET 13A 2G -GOLDEN-TENBY,1.000,15.000,
FIXB012-1,FIX BOLT (RAWL BOLT)  EYE HOOK 12MM,1.000,0.500,
YQK240,HYDRAULIC CRIMPING TOOL 16-240MM,1.000,30.000,
COB63C,HOIST PUSH BUTTON 6W+EMERGENCY,1.000,18.000,
SEXTS05,SCREW EXTRACTOR SET (5PCS),1.000,2.500,
BPMRE36,BLANK PLATE METALIC 3X6 R/E BRASS -BM4099,1.000,3.000,
LEDR24060-2,LED DRIVE 24V 2.5A 60W W PROOF,1.000,7.000,
Y304RF,SWITCH METALIC 10A 2G 2W ROPE EDGE GOLD - HAILAR,1.000,4.000,
DBIS1003-8,ISOLATOR FOR DB 3P 100A - AOELEC,1.000,4.500,
THC810,TIMER SWITCH 16A 240V DIGITAL - THC810,1.000,8.500,
LEDR24050-1,LED DRIVE 24V 50W W PROOF,1.000,6.000,
BCAGS151510,PVC ADAPTABLE BOX WP 150X150X100 IP67 - BOXCO,1.000,4.500,
BK25,TRANSFORMER IN 220- OUT 24V 25VA - ANDELI (BK25),1.000,8.500,
TSG100,SOLDERING GUN 100W - TERMINATOR,1.000,8.000,
LEDD300-1,LED DIMMER 300W WITH SWITCH,1.000,5.000,
DBSP0012-1,DISTRIBUTION BOARD 12W SPN - HYUNDAI,1.000,30.000,
MHC15,"MANHOLE COVER CAST IRON 15""X15""",1.000,4.000,
MCCB3100-5,MCCB 3P 100A W ENCLOSURE - GE,1.000,38.500,
825GI,SW SOCKET 13A 1G W/NEON - NEXUS,1.000,1.500,
NK223,WIRE STRIPPER NK223,1.000,2.500,
SSLAS42,SAFETY SHOE LOW ANGLE VAL MLH/SBP S42 S41 / S42 / S43,1.000,9.500,
LIFTS19F,LIFT SWITCH 19F 11E/24V,1.000,4.500,
WP1HPPR,WATER PUMP 1.0 HP- PRAKASH,1.000,45.000,
CTSS35046,CABLE TIES ST STEEL 4.6 X 350MM,1.000,10.500,
CFL20250,CABLE FLEXIBLE 2CX2.50MM FIG8,1.000,18.000,
INDB200-3,INDUSTRIAL BELL 240V 200MM,1.000,7.500,
PBWB3SCH,PUSH BUTTON WITH BOX 3W - SCHNEIDER,1.000,5.500,
LEPSF60-4,LED PANEL SQ 600X600MM FLUSH 40W - HYUNDAI,1.000,12.500,
TET1606,SOLDERING IRON 60W 240V - TOTAL,1.000,4.500,
PEDFP16-4,PEDESTAL FAN PVC 16'' - KDK (P40U),1.000,42.500,
OT63F3-1,ISOLATOR 63A 3P W/O ENCLOSURE-HAVELLS,1.000,18.000,
10385,SELECTOR SWITCH 16A TP 3 POSITION,1.000,15.000,
LEDR2475,LED DRIVE 24V 75W,1.000,6.500,
MFA,MIXER FILTER ADJUSTABLE,1.000,2.300,
PVCGTC,PVC GULLY TRAP COVER 6X6 JALLY,1.000,0.800,
COPFV114,"COPPER FOOT VALVE 1 1/4""",1.000,6.000,
LEDS2GSC,LED DIMMER SWITCH  250W 2G WITH S/CROME PLATE,1.000,10.000,
COPPERTC,COPPER T CONNECTOR S,1.000,0.600,
DR202D,DOOR INTERCOME AUDIO DOUBLE - COMAX,1.000,18.500,
CA401,AUXILARY CONTACT BLOCK CA4-01 - ABB,1.000,2.000,
DEF100T-1,DUCT EX FAN 100MM IN LINE - AIR MASTER ABT25A,1.000,11.500,
40008,SCRAPER SET TOLSEN,1.000,1.000,
TPF300HDB,TROLLEY PLATFORM 300KG HD BLUE- TAIWAN,1.000,35.000,
MCBSP63-2,MCB SP 63A - HAGER,1.000,3.500,
SINKMMD,KITCHEN SINK MIXER  -MILANO DALLAS,1.000,25.500,
281261,SWITCH 20A DP W NEON - MALLIA SILVER,1.000,3.500,
H3BA8,TIMER 220V 8PIN H3BA8,1.000,16.000,
EMTB38,"EMT BEND 38MM 11/2""",1.000,1.600,
MSGO,MIXER SPOUT GFL ORDINARY,1.000,1.500,
MCCB2063-1,MCCB 2P 63A - HYUNDAI,1.000,9.000,
TR22113000,AUTO TRANSFORMER 220-110V 3000VA SP,1.000,38.000,
SHOWTELHP,SHOWER TELE HEAD MILANO - PERRI,1.000,1.500,
COPE3225,"COPPER ELBOW 1-1/4""X1""",1.000,0.000,
LEPSF06-3,"LED PANEL SQ 6"" 20W FLUSH -VICTORY/TECO",1.000,2.000,
H3BA11,TIMER 220V 11PIN H3BA,1.000,14.500,
SMDP-14,SMD PANEL TPN 63+63+63 MCCB,1.000,50.000,
PVCHPV50,"PVC VALVE HP 1-1/2""",1.000,2.500,
MCIS0403,WP METALCLAD ISOLATOR  40A TPN,1.000,25.000,
MCCB3100-7,MCCB 3P 100A W ENCLOSURE- AOELEC,1.000,15.000,
BHF060SPN,BULKHEAD FITTING SQ 60W WITH GUARD BLACK -SPN,1.000,5.500,
711232,SOLINOID VALVE BSV-22-06,1.000,15.000,
PYHP150-1,"PVC 'Y' HP 6""",1.000,4.000,
70153SC,SWITCH 45A DP+NEON / SC  - CRABTREE,1.000,20.000,
DBTP0604-3,DISTRIBUTION BOARD 6+4 TPN - PRC,1.000,60.000,
LIFTS16F,LIFT SWITCH 16F 11E/24V,1.000,3.500,
LCAP0040,LIGHTING CAPACITOR 40UF 220V,1.000,4.500,
CF024080,"COOLING FAN 24V DC 3"" 80MM",1.000,3.500,
E3030XGS,PVC BLANK PLATE 3X3 GRY - SCHNEIDER,1.000,1.500,
EFR200GM-2,EX FAN ROUND 20CM GLASS MOUNT-MODI,1.000,5.500,
NFSET,NEEDLE FILE SET,1.000,2.500,
LEDR24400,LED DRIVE 24V 400W 16.6A - VMAX,1.000,7.500,
GIB20,GI BEND 20MM,1.000,0.300,
FHVH/D,"FEMALE HANDLE VALVE 1""1/4 H/D",1.000,4.500,
WC,WC CONNECTOR CON4A MCALPINE,1.000,1.600,
STH100,STONING HAMMER 1000G,1.000,3.500,
10268,PUSH BUTTON W BOX SINGLE  NO,1.000,3.000,
PVCAEC10,PVC AUTOMOBILE ELECTRICAL CABLE 1.00MM - FINOLEX,1.000,3.500,
IKF2010-6,INSECT KILLER 2X10W - KHIND (PRC),1.000,17.500,
DBTP0804-2,DISTRIBUTION BOARD 8+4 TPN - GE,1.000,130.000,
RP4.8X12,RIVET PIN 4.8X12,1.000,1.500,
THT39101,SPARE FOR RAPID STAPLER - TOTAL,1.000,1.500,
WSO123,UNSWITCHED SOCKET 13A 1G WP - ABB,1.000,6.500,
AMD5144,SWITCH MILLENIUM SS  H/D ROCKER FRAME - ABB,1.000,6.500,
STHS050,"SELF TAPING  HEX SCREWS  2""",1.000,0.035,
BX2G1124-1,BIAX LAMP 2G11 24W 4P - OSRAM,1.000,3.000,
DEFM150,METAL DUCT EX FAN 150MM IN LINE - NOVEX,1.000,35.000,
DBSP0008-4,DISTRIBUTION BOARD 8W SPN - SCHNEIDER,1.000,33.000,
IMP01604-3,IND MALE PLUG 380/415V 16A 3P+E - PCE IP67,1.000,0.000,
CAT6UTP-18,DATA CABLE CAT6 UTP 305MTR - DATAPRO,1.000,20.000,
GU1412RBSS,ULTIMATE BELL PUSH 10AX  BSS,1.000,10.200,
LEDTLMD100,LED TRACK LIGHT MAGNETIC DRIVER 100W MD-M01 18V,1.000,2.300,
576215,SWITCH PLATE 1G SS   - ARTEOR,1.000,18.500,
IS432BP9W,IND MALE PLUG 415V 63A 3P IP67 - ABB,1.000,6.500,
MSM3X25,MACHINE SCREW (-) M3 X 25,1.000,0.000,
DBH1636,DRILL BIT HILTI 16X360MM-400,1.000,2.500,
DR12KL,DOOR INTERCOME AUDIO - 12 STATION,1.000,85.000,
GU1422BPB,ULTIMATE SWICH 16AX 2G 2W BPB -SCHNEIDER,1.000,12.000,
PDE4,"PVC DOOR ELBOW 4""",1.000,0.000,
FILE250,FILE 250MM,1.000,1.500,
MHC12,METAL HALID CAPACITOR 12UF 10%,1.000,2.000,
PVCRS4,"PVC REPAIRING SOCKET 4""/ RED",1.000,1.800,
LRD08-1,OVERLOAD RELAY 2.5-4A -TELEMECHANIQUE,1.000,9.500,
PUFCMF12,"PU FEED CONNECTOR M/F 1/2""",1.000,2.000,
LCID25B7,MAGNETIC CONTACTOR 24V DC 25A 4P - SCHNEIDER,1.000,18.000,
DDS8688,DIGITAL ENERGY METER (KWH) SINGLE PHASE  - BOLTON,1.000,7.500,
DBTP0006-2,DISTRIBUTION BOARD 6W TPN - LS,1.000,52.000,
SINKPTSMEJ,SINK PILLER TAP SINGLE ECO JACK- MILANO,1.000,4.500,
DBTP0402-1,DISTRIBUTION BOARD 4+2 TPN - LS,1.000,55.000,
CSS0100,CABLE SINGLE STRAND (HOOK UP) 1.0MM -500MTR,1.000,30.000,
COPRB2112,"COPPER REDUSER BUSH 2 X 1 1/2""",1.000,3.800,
FACES,FACESHEIELD GLASS VISOR & HEAD CLEAR,1.000,2.500,
WBNBGR,WASH BASIN NUT & BOLT SET HD - GERMANY,1.000,1.000,
LEDPS12200-2,POWER SUPPLY 220-12V 200W,1.000,20.000,
WPS11,WP SWITCH 10A 1G 1W IP55 - RR,1.000,2.000,
POLYSK2520,"POLY REDUSER SOCKET 1"" X 3/4""",1.000,2.000,
RSM,READING SWITCH MAGNETIC,1.000,2.500,
WDB022,WOOD DRILL BIT FLAT 22MM,1.000,1.500,
RCCB412530-1,RCCB 4P 125A 300MA - AOLEC,1.000,25.000,
RG59P2C100,CLASSIC CAMERA CABLE RG59+2C POWER - 100MTR,1.000,15.000,
VT6885-48,TESTER MULTI FUNCTION-  6885-48 WITH  LEVEL,1.000,2.500,
DBHSAS,DRILL BIT HSS ASSORTED SET (13 PCS),1.000,2.500,
86403GRY,WP SWITCH 10A 3G 2W - MK,1.000,12.000,
SVR15000VA,AUTOMATIC VOLTAGE REGULATOR 220V 15KVA - 15000VA,1.000,175.000,
WSC07S,"WIRE STRIPPER CUTTER 7"" - STANLY",1.000,3.500,
COPIC32,"COPPER INCERTER 1""",1.000,1.100,
CTWEF040,CABLE TWE FLAT 4.0MM GREY,1.000,55.000,
LEDB805,LED BULB 8.5W E27 WW 2700K - OSRAM,1.000,1.200,
PST13A-1,POWER SOCKET TESTER 13A,1.000,9.000,
LEDR24250-1,LED DRIVE 24V 250W 10.5A,1.000,14.500,
MCBTP032-1,MCB 4P TP 32A - GACIA/SASSIN,1.000,11.000,
MCIS063-2,WP METALCLAD ISOLATOR  63A TPN BSLI- TECHNO (ITALY),1.000,32.000,
CGA1A250L,BRASS CABLE GLAND A1-A2 50L,1.000,3.500,
EFP25CM-7,EX FAN PVC SQUARE 25CM -KHIND,1.000,7.000,
GEPPDG3,GLOSS ENAMEL PAINT PRISMA DOVE GREY 3.5LTR,1.000,9.500,
CFL215RD,CABLE FLEXIBLE 2CX1.5MM RD WH- MESC,1.000,20.000,
SD22036,EWC S TRAP 30CM FULL SET - VALCOA,1.000,32.000,
10961SC,BELL PUSH 10A 1G 1W PLATINUM SC MODULE,1.000,6.000,
PVCGT,"PVC GULLY TRAP 2""X1 1/2"" MATT",1.000,1.600,
SKU-3473,IND WALL SOCKET 415V 63A 3P+N+E - IP67,1.000,11.500,
3RT2024,MAGNETIC CONTACTOR 3P 1NO+1NC 230V - SIEMENS,1.000,15.000,
COPBV015,COPPER BALL VALVE  1/2'' 15MM,1.000,3.000,
WOODF20,"WOODEN FRAME FOR EX FAN 8""  20CMX20CM",1.000,3.500,
SMDP-4,SMDP PANEL 125A TP MCCB+4x63A TP MCB+4x63 ELCB - IP67,1.000,285.000,
OILC,OIL CAN,1.000,1.500,
AK06T,ALLEN KEY 6MM TEE,1.000,1.200,
WLFDSBLK,WALL LIGHT FITTING E27 D/SIDE BLK,1.000,4.000,
PECHP050,"PVC END AIR CAP HP 2""",1.000,0.350,
DBINTP4,DB INTERIOR 415V TPN  4WAY,1.000,6.500,
SHOSC-5,SHUT-OFF SET CP GOLD - ITALY,1.000,7.500,
SKU-3417,PENEL MODIFICATION WORK,1.000,0.000,
A403001,CONTACTOR 230V 40A 3P 18.5KW 1NO - ABB,1.000,33.000,
IS432BC9W,IND MOBILE SOCKET 415V 63A 3P IP67 - ABB,1.000,6.000,
LEDFWD048,LED FITTING W DIFFUCER 2FT 48W - MAX,1.000,1.000,
YM7391,PLUG G STANDARD 10/16A 2P+SE BLK,1.000,1.000,
CPI2812,"COP. PIPE INSULATION 28MMX12/2""",1.000,1.500,
SN018,PILLER TAP KNOB - SUNDEX,1.000,3.000,
WC06MM,WOOD CHISEL 6MM -TOLSEN,1.000,1.500,
EFMH600-3,"EX FAN METAL HD 600MM 24"" - BAJAJ",1.000,48.000,
HSC9106A,HAND CRIMPING TOOL 0.25-10MM - CETELEO,1.000,16.000,
GTN34,"GARDEN TAP NOZZLE 3/4""",1.000,0.600,
WTRW200,"WARNING TAPE 3"" X 200MTR (R/W)",1.000,1.500,
RCCB402503,RCCB 4P 25A 30MA - HAGER,1.000,20.000,
DEF125-2,DUCT EX FAN 125MM - KHIND,1.000,8.000,
WBMIX-7,WASH BASIN MIXER LONG Z02 - BOSINI,1.000,15.000,
HT10B,HOSE TEE 10MM BRASS,1.000,1.000,
COPFMN50,"COPPER FEMALE NIPPLE 2"" 50MM",1.000,4.200,
DEF225-2,DUCT EX FAN 225MM - MONOVENT,1.000,9.000,
EMERP,EMERY PAPER-100,1.000,0.300,
HSNL,HOUSE SERVICE NEUTRAL LINK,1.000,6.000,
LEPRS04-1,"LED SURFACE LIGHT RD 4"" 10W - WELLUCK",1.000,2.500,
K3632K3702,FACE PLATE 2PORT WITH 2G GRID MOUNTING FRAME - MK WHI,1.000,3.500,
RCCB406303-5,RCCB 4P 63A 30MA - LEGRAND,1.000,16.500,
COPMFV14,"COP MALE FEMALE VALVE 1/4""",1.000,2.000,
EXS1335-1,EXT SOCKET 13A 3W/5MTR - SINICON,1.000,4.500,
SCDR08BX,SCREW DRIVER 8'' BOX TYPE,1.000,2.000,
613233,FAN REGULATOR DIMMER 3 SPEED 400W - MILAC,1.000,4.500,
PBS050,PIPE BENDING SPRING 50MM,1.000,5.500,
LEDR12360-3,LED DRIVE 12V 360W - EN-LIGHT,1.000,6.000,
RCBO32300,RCBO 1P+N 32A 300MA 240V - HAGER,1.000,17.500,
RLY14P110,RELAY 14PIN 110V AC - TELEMECANIQUE,1.000,3.500,
PTHP032,"PVC TEE HP 1-1/4""",1.000,0.500,
DBHSAS-2,DRILL BIT HSS ASSORTED SET (19 PCS),1.000,3.500,
PY02,"PVC 'Y' 2""",1.000,0.650,
MEAST-9,MEASURING TAPE 8MTR - STANLEY,1.000,6.000,
GGBL1031NIS,SWITCH 10A 3G 1W - SCHNEIDER / LISSE,1.000,1.200,
CJX21210,MAGNETIC CONTACTOR 240V 25A 4P - ANDELI,1.000,8.000,
SLDH1000,SLEDGE HAMMER 1000G- TOLSON,1.000,3.500,
LEDB1203,LED BULB 12W E27 - AOMENG,1.000,1.000,
SMDP-7,SMD PANEL MAIN TP MCCB 200A+100+63+63+63A TP,1.000,250.000,
DBTP0006-1,DISTRIBUTION BOARD 6W TPN - PRC,1.000,45.000,
POLSKT2012,"POLY REDUSER SOCKET 3/4"" x 1/2""",1.000,1.500,
WCD07,"WOOD CUTTING DISC 7"" - KF",1.000,4.500,
POLYH25,"POLY HOSE B.P 1"" x 1MTR",1.000,1.800,
CIDLI20012,LITHIUM-LON IMPACT DRILL,1.000,38.000,
SCD014,"STEEL CUTTING DISC 14"" (355MM) MAKITA",1.000,1.500,
DBTP0604-1,DISTRIBUTION BOARD 6+4 TPN - LS,1.000,74.000,
IWS063A3P,IND WALL MOUNTED SOCKET 63A 3 PIN 23202V (133-6),1.000,11.000,
LEDB3004,LED BULB 30W E27 - KSR,1.000,1.500,
GIWW,GI WINDING WIRE,1.000,0.700,
BTM112,"BOTTLE TRAPE MCAPLNE 11/2""",1.000,1.500,
COPFE025,"COPPER FEMALE ELBOW 3/4"" 25MM",1.000,1.100,
LDLMR16RGB,LED DICHROIC LAMP MR16 RGB,1.000,2.500,
MCIS2503CS,WP METALCLAD ISOLATOR  25A TPN - C&S,1.000,15.000,
HALF1500-1,HALOGEN FITTING 240V 1500W,1.000,18.000,
OT63F4N2,ISOLATOR 63A 3P W/O ENCLOSURE- ABB,1.000,24.500,
736401,METAL CLAD SURFACE BOX 3X6 - SYNERGY,1.000,9.500,
FTHLL,FLUSH TANK HANDLE L.L - PATEL,1.000,1.000,
COS0324P,CHANGE OVER SWITCH  32A 4P 415V W ENCLOSURE - LW28,1.000,7.500,
DBSP0402-2,DISTRIBUTION BOARD 4+2 SPN - AEOLEC,1.000,38.000,
735492,GRID YOKE  3/4 GANG - SYNERGY,1.000,2.500,
GART202W,"GARDEN TAPE 1/2"" 2WAY",1.000,2.500,
ADJSP350,"ADJUSTABLE WRENCH 350MM 14""",1.000,3.500,
VENTS125LD,"EX FAN 5"" -  VENTS",1.000,10.000,
CC12HC,"CHAIN CLIP 1/2"" (HILTI CLIP)",1.000,2.500,
EXS1382TS,EXT TOWER SOCKET 13A 8W/2MTR W/USB (BLK)-RR,1.000,12.500,
DPSS,DOOR INTERCOM HANDSET ONLY - COMMAX,1.000,5.000,
IMH1500-1,IMMERTION HEATER 1500W - GER,1.000,7.000,
AJ389,PRECISE MANUAL TOOL SET - AJ-389,1.000,1.000,
TELAD3W-2,TELEPHONE ADAPTOR 3W BT,1.000,0.800,
DSV50021,DIMMER SWITCH  500W 2G BRC  - VETO,1.000,6.500,
HIBAY200,HI BAY LIGHT LED 200W - ADNEXT,1.000,12.500,
PBE036,PVC BOX EXTENSION 3X6 2G,1.000,1.500,
CDV70NM,DOOR INTERCOME VIDEO HD WITH OUTDOOR SWITCH CDV70NM -COMMAX,1.000,65.000,
MS830,MULTI METER DIGITAL MS830 - MEET,1.000,5.000,
DSAG0609,PVC ADAPTABLE BOX WP 65X95X55 - IP66,1.000,2.500,
AH12VF,HORN 12V FLOSSER,1.000,0.000,
EWCFS-2,EWC P TRAP 30CM FULL SET - MILANO,1.000,32.500,
ZJV50,RECHARGABLE EMERGENCY LED LAMP,1.000,2.500,
DLF06F,"DOWN LIGHT 6"" 2X14W FLUSH",1.000,1.500,
MT35020,MEASURING TAPE FIBERGLASS 20MTR - TOLSON,1.000,2.500,
PVCSPI64,PVC 6X4 SPIGOT BUSH RED - UK,1.000,3.000,
KEW3005A,DIGITAL INSULATION RESISTANE TESTER  3005A - KYORITSU,1.000,152.000,
MCCB3150,MCCB 3P 100A WHI FORMULA  - GE  (FDE36TF100GF),1.000,65.000,
WPSB,WATER PRIMER SEALE 5LTR - BERGER,1.000,4.000,
92122,PVC ADAPTABLE BOX WP  9X7X6 LEG-92122,1.000,8.500,
TRE2212150--1,ELECTRONIC TRANSFORMER 220-12V 150W - PHILIPS,1.000,10.000,
IM30MM,ISEO MORTICES 30MM,1.000,7.000,
DSO1014,PVC ADAPTABLE BOX 12X12X4,1.000,4.000,
DBHS060-1,DRILL BIT FOR STONE 6MM,1.000,1.500,
89957AW,CEILING MOUNT EX FAN - XPELAIR CMF271,1.000,65.000,
NYLR08M,NYLON ROPE 8MMX100Y,1.000,4.500,
TJAG202510,PVC ADAPTABLE BOX WP 200X250X100 - TIBOX,1.000,7.000,
AS70,DOOR LOCH CYLINDER 70MM - AS70,1.000,2.500,
TT2046,BLOWER ASPIRATOR 400W-TOTAL,1.000,7.500,
SG414,STAPLE GUN 4-14M -TOTAL31141,1.000,4.500,
PD060WH,LED FITTING W DIFFUCER 2FT 24W - MAX,1.000,1.000,
HKOSKB,CYLINDER HK W ONE SIDE KEY BRASS,1.000,4.000,
202200,"COMB. CUTTING PLIER 8""  - KNIPEX (piano)",1.000,9.000,
HSFINCO,HACK SAW FRAME - INCO,1.000,2.500,
EFM200-6,"EX FAN METAL W GRILL 8"" 200MM (TANK) - DETON",1.000,11.000,
DRC4L,DRC 4L CAMERA,1.000,50.000,
HSC210,HOLE SAW CUTTER 210MM,1.000,10.500,
HCT12516,HYDRAULIC CRIMPING TOOL 1.25-16MM,1.000,5.500,
373,PC OR MAC WITH USB 3.2 GEN 1 PORT MF CABLE 10MTR,1.000,6.000,
CMEF200-7,CEILING MOUNT EX FAN 200MM - MODI,1.000,5.000,
PEU35L,PAINT ENAMEL UNDERCOAT 3.5LTR,1.000,5.500,
PEHP032,"PVC ELBOW HP 1-1/4""",1.000,0.250,
MS982,LASER TAPE MEASURING 15MTR - MEET,1.000,10.000,
COS0322P,CHANGE OVER SWITCH  32A 2P 415V W/O ENCLOSURE,1.000,5.500,
Y405DF,SW SOCKET METALIC 13A 1G SILVER BRC - HAILAR,1.000,4.000,
LCD09B7,MAGNETIC CONTACTOR 24V 9A - SCHNEIDER,1.000,10.000,
DTS9688,DIGITAL ENERGY METER (KWH) 3PHASE - 3X30(100A) - BOLTON,1.000,12.000,
AW200JMC,P REGULATOR AW2000-02A  JMC,1.000,8.000,
OUTLB344WP,"W/P OUTLET BOX 3/4"" 4 HOLE  (AD)",1.000,1.500,
DSRE105G,DIMMER SWITCH METALIC 1G ROPE EDGE GOLD - ELITE,1.000,5.000,
SVFFT,TANK FLUSHING FLOAT,1.000,2.500,
RLY11P230,RELAY 11PIN 230V,1.000,4.500,
MCDS2P20-,MAGNETIC CONTACTOR 24V AC 20A 2P - DORMAN SMITH,1.000,8.000,
DBTP0004-3,DISTRIBUTION BOARD 4W TPN - MAXGE,1.000,0.000,
HSC2257-1,HOUSE SERVICE CUT OUT 22X57 60A - HENLEY -UK,1.000,9.500,
PPRP025Q,PPR PIPE 25mm Q THERM,1.000,1.500,
PAINTEMWH,PAINT EMULSION  WHITE 1LTR,1.000,3.000,
LEDSL505002,LED STRIP 2 LINE 5050 50MTR GREEN - ALSPARKS,1.000,20.500,
HSC070,HOLE SAW CUTTER W/ARBOUR 70MM - SCREWS,1.000,5.000,
RG60100-1,SATTELITE CABLE RG6 305MTR 60% - PRC,1.000,12.000,
BGFBN42,SWITCH 10A 2G 2W (BLACk NICKLE) - BG,1.000,8.500,
HSC0110,HOLE SAW CUTTER 111MM- STARRET,1.000,12.000,
41419,INDUSTRIAL BELL 240V 150MM LEGRAND,1.000,42.000,
DCFUK30,DISH CABLE FITTEX UK 30Y,1.000,1.500,
STBS,STEEL TOOL BOX  SMALL,1.000,6.500,
VX3712SS,SWITCH METALIC 45A DP+NEON - VOLEX,1.000,8.500,
PSSLA3,SEALED ACID BATTERY 12V 3AH,1.000,6.000,
SKU-3502,COPPER ELBOW '1'E,1.000,2.300,
19700,PVC ADAPTABLE BOX WP 13X9X5 - IDE19700,1.000,11.500,
VM500V,VOLTMETER 500V ANALOGUE,1.000,8.000,
TC5004-1,TELEPHONE CABLE 2PAIR 500MTR - SANA,1.000,10.500,
WCSC-1,WC SEAT COVER HYDROPEX,1.000,3.500,
EXTR25-3,EXTENSION REEL 13A 25MTR - MODI,1.000,12.000,
46540,SUBMERSIBLE PUMP 230/1/50,1.000,45.000,
NYLR0450,NYLON ROPE 4MMX50Y,1.000,0.800,
MSDOLML1.5,MOTOR STARTER DOL 415V 20-32A - L& T,1.000,35.000,
CHALKLM,CHALK LINE MARKING POWDER,1.000,1.500,
UCEW-P,UNDERCOAT ENAMEL WHITE - PRISMA,1.000,20.000,
EFPWM20,"EX FAN PVC SQ 8"" WITH METAL SHUTTER -HUNAN",1.000,7.000,
CIDL12002,LITHIUM-LON IMPACT DRILL MECHINE INECO-CIDL12002,1.000,45.000,
PVCFRD20,"PVC FEMALE REDUCER 3/4""",1.000,0.500,
DCFUK100,DISH CABLE FITTEX UK 100Y,1.000,7.000,
LEPSF06-5,"LED PANEL SQ 6"" 18W FLUSH -MODI",1.000,2.000,
306505,LASR LINE SELF LEVELING -INCO,1.000,40.000,
EPN515,LATCHING RELAY 2P 24V 16A - HAGER,1.000,12.000,
NLB006,NEUTRAL LINK BRASS 6WAY,1.000,4.500,
SCRAP06JPN,"SCRAPPER 6"" SS - JPN",1.000,1.500,
LEDB1205,LED BULB 12W E27 - LVC,1.000,0.600,
GG148,HOT MELT GLUE GUN 100W - INGCO,1.000,4.500,
SKU-3434,MOTOR PENEL,1.000,18.000,
SPRYBHD,SPRAY BOTLE HD,1.000,2.000,
KSS-CR15,PVC SPLIT CONDUIT BLACK 15MM X 100MTR,1.000,40.000,
8801250,"MONKEY PLIER 10"" 250MM - KNIPEX",1.000,10.500,
SDBHS,STEP DRILL BIT HSS SET (3PCS),1.000,5.500,
PPRFE032-1,"PPR FEMALE ELBOW 32X3/4""",1.000,2.000,
TR22110100,AUTO TRANSFORMER 220-110V 100VA SP,1.000,12.000,
282461-C,DATA SOCKET SINGLE RJ45 CAT6 - GALION/DK SILVER,1.000,5.800,
7714RB,BELL PUSH 10A 3X3 R/E BRASS - TENBY,1.000,7.500,
